geo	year	month	backing_unsafely_mtd	brake_lights_defect_or_improper_mtd	bus_lane_driving_in_mtd	cell_phone_mtd	commercial_veh_on_pkwy_mtd	defective_brakes_mtd	disobey_sign_mtd	equipment_other_mtd	fail_to_keep_right_mtd	fail_to_signal_mtd	fail_to_stop_on_signal_mtd	following_too_closely_mtd	headlights_defect_or_improper_mtd	improper_lights_mtd	improper_passing_mtd	improper_turn_mtd	improper_missing_plates_mtd	not_giving_r_of_w_to_pedes_mtd	not_giving_r_of_w_to_veh_mtd	one_way_street_mtd	pavement_markings_mtd	safety_belt_mtd	school_bus_passing_stopped_mtd	speeding_mtd	spillback_mtd	tinted_windows_mtd	truck_routes_mtd	u_turn_mtd	uninspected_mtd	uninsured_mtd	unlicensed_operator_mtd	unregistered_mtd	unsafe_lane_change_mtd	other_movers_mtd	total_movers_mtd	backing_unsafely_ytd	brake_lights_defect_or_improper_ytd	bus_lane_driving_in_ytd	cell_phone_ytd	commercial_veh_on_pkwy_ytd	defective_brakes_ytd	disobey_sign_ytd	equipment_other_ytd	fail_to_keep_right_ytd	fail_to_signal_ytd	fail_to_stop_on_signal_ytd	following_too_closely_ytd	headlights_defect_or_improper_ytd	improper_lights_ytd	improper_passing_ytd	improper_turn_ytd	improper_missing_plates_ytd	not_giving_r_of_w_to_pedes_ytd	not_giving_r_of_w_to_veh_ytd	one_way_street_ytd	pavement_markings_ytd	safety_belt_ytd	school_bus_passing_stopped_ytd	speeding_ytd	spillback_ytd	tinted_windows_ytd	truck_routes_ytd	u_turn_ytd	uninspected_ytd	uninsured_ytd	unlicensed_operator_ytd	unregistered_ytd	unsafe_lane_change_ytd	other_movers_ytd	total_movers_ytd
Housing Bureau	2011	8	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	16	2	12	0	9	0	7	18	3	0	5	15	0	24	0	1	2	6	0	0	4	4	4	5	0	1	0	0	2	4	15	25	5	2	16	191
Patrol Bureau	2011	8	65	1825	14	10083	17	15	6121	250	28	477	1960	28	1272	266	110	2790	122	532	78	267	1051	10273	14	1126	269	3881	624	177	321	3726	3361	633	225	2099	54100	989	18037	455	105013	150	254	67796	2922	304	6963	25981	350	13573	3348	1641	29882	1519	6337	1213	3818	10288	106762	1726	11370	3248	45005	6230	3097	3589	43446	35826	7307	2865	23259	594563
Brooklyn North	2011	8	17	227	0	1290	1	1	803	25	1	80	309	5	184	6	18	317	28	26	9	60	164	1227	1	70	34	398	123	19	50	594	551	139	8	603	7388	226	2580	2	15423	16	44	9938	364	40	1579	3471	62	1959	300	393	2827	293	364	172	606	1738	12429	139	555	434	5935	833	226	725	7206	5623	1631	131	4616	82880
Brooklyn South	2011	8	6	369	0	1667	11	10	1118	31	0	94	235	2	281	45	22	146	19	50	20	12	201	1656	4	35	29	540	40	27	33	602	475	130	80	170	8160	149	2306	4	19051	51	33	11117	283	30	1095	3573	33	2071	283	264	1914	234	869	263	279	2016	20591	207	783	253	6931	616	299	266	5885	4917	1140	529	1749	90084
Bronx	2011	8	16	109	0	1039	0	0	800	28	13	78	241	4	102	4	10	406	20	17	14	11	123	1360	4	237	37	871	39	57	40	559	642	102	40	193	7216	250	3128	5	10687	39	49	9633	591	77	942	3046	59	3060	117	136	5066	291	280	183	244	1170	13821	223	2160	470	9014	474	654	441	7472	7164	1469	468	3381	86264
Manhattan North	2011	8	11	246	2	1818	1	4	493	64	9	41	408	10	201	2	5	503	9	173	8	73	170	1283	1	37	21	289	138	19	27	259	220	41	18	240	6844	141	3593	248	14924	18	75	7327	606	43	962	4876	61	2293	85	55	4044	158	1296	132	1168	1144	10518	613	300	313	3305	1840	621	254	3373	2545	605	372	3504	71412
Manhattan South	2011	8	5	231	12	1547	0	0	1083	2	0	62	331	1	184	20	4	897	6	154	5	34	119	1211	1	17	112	118	32	10	22	305	213	78	61	261	7138	75	1664	195	13652	0	24	9307	64	38	896	4396	31	1583	274	230	9797	35	1868	76	864	1077	11064	171	206	1504	1318	456	428	310	3404	2005	683	1077	3648	72420
Queens North	2011	8	1	56	0	1765	0	0	920	28	2	61	268	1	32	105	14	93	22	101	11	61	67	2017	3	521	23	571	142	11	27	483	620	40	8	321	8395	70	564	1	16789	0	11	9847	425	22	756	3484	34	333	1139	156	1305	158	1324	173	402	896	21511	157	3699	119	5225	1294	239	345	5716	6120	443	94	3120	85971
Queens South	2011	8	7	422	0	747	0	0	803	10	0	22	130	1	206	81	27	406	2	11	4	12	158	1212	0	39	12	860	109	24	96	721	499	71	4	204	6900	57	2457	0	9082	0	15	8821	95	21	303	2076	24	1235	1123	279	4602	102	274	122	181	1483	12957	128	940	118	9741	677	501	830	7309	5161	838	120	1915	73587
Staten Island	2011	8	2	165	0	210	4	0	101	62	3	39	38	4	82	3	10	22	16	0	7	4	49	307	0	170	1	234	1	10	26	203	141	32	6	107	2059	21	1745	0	5405	26	3	1806	494	33	430	1059	46	1039	27	128	327	248	62	92	74	764	3871	88	2727	37	3536	40	129	418	3081	2291	498	74	1326	31945
Transit Bureau	2011	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	33	0	1	3	2	1	2	13	1	1	0	0	1	0	0	0	0	1	8	0	0	0	1	0	2	1	5	2	1	2	328	413
1st Precinct	2011	9	4	39	15	207	0	0	98	0	1	1	59	0	52	0	1	13	2	3	1	13	4	159	0	4	3	24	0	1	4	46	31	4	9	56	854	6	372	85	1841	0	15	1345	0	9	51	533	3	483	3	33	300	3	66	4	192	211	1068	27	27	96	148	1	37	22	299	270	64	49	298	7961
5th Precinct	2011	9	0	16	0	46	0	0	169	0	0	0	28	0	27	0	1	97	0	10	0	2	6	80	0	8	3	6	0	0	0	9	16	13	1	44	582	8	61	1	694	0	3	2157	20	15	44	331	3	90	0	17	1008	16	128	11	121	137	661	11	58	169	71	1	36	8	128	151	63	47	460	6729
6th Precinct	2011	9	4	5	0	157	0	0	120	0	0	3	46	1	6	0	2	8	0	17	0	4	47	174	0	0	0	0	0	0	0	10	20	1	0	31	656	16	78	0	1538	0	1	904	5	0	62	690	9	126	1	21	286	9	168	9	84	406	1549	18	20	3	32	0	8	5	144	210	33	40	180	6655
7th Precinct	2011	9	0	0	0	109	0	0	47	0	0	2	61	0	0	15	1	99	0	21	1	0	0	90	0	0	25	14	9	0	1	16	17	0	1	35	564	7	0	0	1192	0	1	378	0	4	56	424	0	0	243	5	966	0	206	6	0	0	713	22	20	202	185	62	0	24	185	134	29	10	648	5722
9th Precinct	2011	9	0	5	0	180	0	0	117	2	0	15	99	0	13	0	2	79	0	11	0	4	3	109	1	0	1	10	0	0	1	24	20	1	4	34	735	3	270	12	1968	0	0	724	13	0	115	688	1	164	0	5	529	1	83	6	37	39	861	21	1	14	75	0	38	56	240	231	36	61	378	6670
10th Precinct	2011	9	0	30	0	146	0	0	54	0	1	6	21	0	30	9	5	14	0	9	1	17	10	213	0	2	2	22	14	1	8	14	20	6	1	43	699	9	246	0	1455	0	0	622	0	7	40	300	4	162	51	21	166	0	105	3	156	43	1970	24	9	24	195	137	17	139	272	341	145	40	421	7124
13th Precinct	2011	9	2	22	3	110	0	0	286	0	0	4	37	0	8	0	0	94	0	6	1	15	7	48	1	0	31	3	0	1	0	35	24	18	3	52	811	9	79	5	990	0	0	1634	10	3	42	265	2	71	0	10	1098	0	103	12	70	24	380	26	33	433	48	21	6	4	230	163	79	67	139	6056
MTS Precinct	2011	9	0	46	0	307	0	0	129	0	0	10	22	0	55	0	0	147	0	48	0	1	15	383	0	0	39	25	43	14	7	64	27	8	7	69	1466	4	378	6	2656	0	1	1202	0	0	52	354	0	490	0	0	1426	1	785	1	40	63	2921	0	3	366	366	204	247	47	981	305	72	96	1046	14113
17th Precinct	2011	9	1	54	0	53	0	0	50	3	0	15	43	0	32	0	3	141	0	23	1	1	20	64	0	0	4	1	0	0	4	58	35	7	21	30	664	7	180	102	1069	0	3	1266	19	1	447	607	1	93	0	129	2104	6	289	21	39	212	756	12	42	168	159	37	16	20	890	244	117	606	285	9947
MTN Precinct	2011	9	1	36	0	178	0	0	107	0	0	18	87	0	36	0	0	294	0	7	0	9	2	223	0	1	13	11	10	4	3	51	25	14	9	14	1153	18	253	2	1742	0	0	252	2	1	61	707	9	163	0	4	2900	1	90	8	191	56	1728	12	8	150	155	69	44	13	362	191	117	117	201	9627
19th Precinct	2011	9	1	96	3	109	0	5	89	14	0	11	218	2	53	0	0	273	4	19	0	30	70	41	0	0	0	11	2	0	3	56	37	7	15	24	1193	22	732	193	1186	0	9	1642	43	0	177	1973	10	273	2	2	1910	40	244	9	440	342	670	76	12	46	439	46	4	44	821	445	115	103	307	12377
20th Precinct	2011	9	1	28	0	245	0	0	93	6	0	3	78	0	21	0	0	7	2	7	1	29	7	99	4	0	2	11	28	1	0	7	20	0	4	46	750	8	394	0	2766	8	0	1246	105	3	142	698	0	389	1	1	80	18	107	13	252	26	1398	78	1	6	50	286	30	5	215	266	43	51	323	9009
Central Park Precinct	2011	9	0	1	0	29	0	0	33	0	0	0	6	0	2	0	1	38	0	0	0	0	0	13	0	0	0	18	0	0	6	11	6	6	0	2	172	0	36	3	599	1	0	317	3	0	32	444	0	45	1	7	580	11	70	2	16	84	231	34	134	7	447	20	2	43	234	84	42	15	42	3586
23rd Precinct	2011	9	1	63	0	205	0	0	9	9	0	2	27	0	17	0	1	10	0	19	0	19	8	174	2	1	0	28	0	0	0	15	14	3	2	5	634	11	789	54	1788	0	2	112	65	2	43	197	1	398	5	4	111	10	138	4	100	26	1272	48	4	3	165	43	3	7	310	158	40	30	85	6028
24th Precinct	2011	9	0	4	0	138	0	1	73	5	0	7	19	0	0	0	0	2	0	7	0	2	2	70	2	1	0	3	1	0	0	26	19	2	9	19	412	14	176	0	1371	0	1	983	12	2	82	221	2	130	0	2	22	8	101	7	84	13	541	85	5	6	76	72	2	11	267	166	51	36	571	5120
25th Precinct	2011	9	0	3	0	127	0	0	0	2	0	0	9	0	6	2	0	104	0	4	1	2	34	170	0	0	0	9	23	1	16	3	14	6	2	12	550	4	490	0	1120	0	15	265	2	0	5	185	1	231	12	2	525	1	105	3	192	169	1436	59	0	2	79	229	5	32	175	177	33	7	403	5964
26th Precinct	2011	9	1	30	0	108	0	0	69	3	0	5	57	0	11	0	1	34	0	21	1	0	14	90	0	0	6	0	0	10	4	52	26	5	0	44	592	8	219	0	1227	5	0	775	40	9	54	405	1	168	0	3	346	12	156	47	34	168	649	50	5	90	194	37	77	18	420	239	37	19	408	5920
28th Precinct	2011	9	0	28	0	82	1	0	92	0	0	6	8	0	15	0	2	6	2	21	1	0	3	109	0	0	0	5	1	15	0	15	25	3	1	63	504	15	41	0	1090	1	1	921	7	3	40	268	4	26	0	3	40	9	182	6	26	64	1003	30	9	34	255	214	382	7	210	225	36	33	524	5709
30th Precinct	2011	9	1	10	0	134	0	1	38	7	0	7	16	0	4	0	0	42	1	10	0	0	12	100	0	0	0	9	13	1	1	19	23	5	0	12	466	10	258	0	1153	0	26	739	77	0	293	294	2	137	2	9	403	16	109	5	27	131	1155	41	13	14	68	224	64	27	189	339	49	27	270	6171
32nd Precinct	2011	9	3	24	0	190	0	4	42	7	0	4	11	1	76	1	2	25	2	3	5	0	18	169	1	0	1	58	28	0	3	44	37	7	3	10	779	34	238	0	2031	0	6	162	90	13	75	282	35	271	2	8	153	14	68	26	49	92	1384	46	13	73	646	347	15	42	276	223	69	53	207	7043
33rd Precinct	2011	9	1	22	0	126	0	0	59	0	1	7	1	0	16	0	3	2	2	3	0	4	1	141	2	3	2	43	30	0	4	14	25	7	2	4	525	14	162	0	1298	4	18	548	44	5	50	166	4	290	2	14	192	22	44	4	22	36	988	36	97	31	229	386	40	36	307	285	93	20	135	5622
34th Precinct	2011	9	0	32	0	143	0	1	58	41	1	3	12	0	8	0	2	24	3	1	0	0	1	166	1	0	0	103	4	0	5	17	26	5	2	10	669	10	399	1	931	0	9	272	212	8	24	205	4	164	61	12	249	13	87	15	12	163	1133	42	12	12	955	66	25	24	228	210	53	18	480	6109
40th Precinct	2011	9	0	0	0	95	0	0	140	0	3	10	78	0	0	0	4	52	0	2	11	0	45	120	0	0	0	24	0	0	0	53	54	4	1	44	740	17	3	0	1080	1	2	1035	0	27	122	423	2	8	0	43	617	2	7	41	16	199	1542	18	1	14	401	15	42	23	930	877	81	25	777	8391
41st Precinct	2011	9	0	28	0	38	0	0	106	1	0	10	17	0	31	1	0	14	0	0	0	0	1	75	1	16	0	33	3	0	2	60	25	15	1	6	484	9	227	0	478	0	13	1360	10	1	66	257	1	373	40	10	279	35	24	14	25	77	968	11	142	15	362	92	44	39	758	465	130	14	151	6490
42nd Precinct	2011	9	1	1	0	107	1	0	18	0	0	3	54	0	0	2	0	82	0	1	1	0	8	140	6	9	0	81	1	0	2	28	34	12	0	11	603	15	59	0	1100	1	3	447	5	1	20	688	3	45	32	6	1242	3	18	24	6	123	1146	115	201	18	1072	20	50	45	366	475	123	11	136	7619
43rd Precinct	2011	9	0	6	0	33	2	2	27	3	0	33	41	0	32	0	0	72	0	7	0	2	15	103	1	2	10	45	3	0	1	8	120	7	24	5	604	52	347	0	552	29	4	486	33	18	328	460	12	474	15	15	727	23	40	4	35	169	1059	15	81	131	550	47	71	60	408	758	125	263	109	7500
44th Precinct	2011	9	1	9	0	76	0	0	226	18	0	3	1	0	2	0	1	20	16	2	1	1	2	264	0	20	0	32	1	5	12	61	51	24	2	18	869	22	385	0	962	1	6	1754	366	11	89	195	4	247	4	7	148	105	24	23	36	98	1964	10	134	39	780	8	66	60	672	692	217	11	112	9252
45th Precinct	2011	9	0	27	0	69	3	0	41	0	0	0	2	0	5	0	0	0	0	0	0	0	1	89	0	0	0	12	0	0	2	24	26	3	1	23	328	2	165	0	750	12	3	721	1	3	33	223	0	147	2	2	87	2	9	5	38	105	1032	32	227	2	438	1	21	20	434	484	49	40	322	5412
46th Precinct	2011	9	0	10	0	76	0	1	191	2	0	7	8	0	3	0	0	2	5	10	0	2	1	106	0	1	0	220	1	0	4	110	37	13	0	40	850	83	481	0	1296	0	5	1931	44	1	132	496	6	340	8	18	303	78	62	18	25	80	1209	6	57	14	1586	21	52	42	1055	703	189	44	463	10848
47th Precinct	2011	9	0	9	0	26	0	0	2	0	0	0	2	0	1	0	0	5	0	0	1	0	0	178	0	5	0	79	0	0	1	80	33	7	0	1	430	13	64	0	623	0	0	421	0	8	20	107	1	41	0	10	326	0	7	22	28	21	2077	2	48	0	1026	0	6	46	1189	632	153	21	631	7543
48th Precinct	2011	9	0	1	2	176	0	0	27	0	0	1	9	0	0	0	1	36	0	0	0	0	3	117	0	159	10	119	12	6	1	6	49	4	0	5	744	8	409	7	1803	0	7	354	0	0	22	136	17	217	7	15	211	2	49	13	9	38	1470	9	1330	181	1060	77	110	14	246	647	98	8	170	8744
49th Precinct	2011	9	0	37	0	29	0	0	146	0	0	0	15	0	13	0	0	45	0	3	2	0	0	86	0	2	0	58	3	0	3	45	67	6	2	1	563	7	357	0	675	0	0	1411	0	7	0	110	8	251	0	5	389	0	60	17	8	0	924	3	61	53	916	177	1	58	841	797	170	16	303	7625
50th Precinct	2011	9	0	14	0	71	0	0	32	6	0	62	1	0	20	0	0	1	0	0	0	0	0	36	0	0	0	18	0	0	0	28	16	2	0	5	312	4	433	0	1077	1	9	109	114	2	136	41	2	442	2	0	36	21	0	2	4	16	910	2	18	1	146	2	15	5	637	234	53	8	133	4615
52nd Precinct	2011	9	0	4	0	93	0	0	11	0	0	5	8	0	6	0	0	184	0	1	0	1	69	58	0	0	1	102	9	2	3	24	72	16	1	3	673	20	344	0	1180	0	0	571	48	1	108	146	3	588	10	11	1214	41	6	16	20	389	892	8	74	23	1500	47	189	60	463	984	194	39	236	9425
60th Precinct	2011	9	2	5	0	123	0	0	111	0	0	11	23	0	12	0	0	24	0	16	0	0	19	147	0	10	0	77	0	0	0	27	34	3	6	3	653	20	68	0	1626	0	0	1231	0	10	118	245	4	52	3	8	236	0	103	41	23	309	1122	26	103	2	833	3	19	4	322	345	40	38	89	7043
61st Precinct	2011	9	1	5	0	199	0	0	26	1	0	5	6	0	5	0	1	0	1	17	1	1	0	285	0	12	0	51	7	1	4	63	25	7	1	8	733	8	93	0	1767	0	0	258	74	1	84	143	1	123	1	22	11	14	167	10	16	36	2825	14	120	5	533	118	8	14	497	242	49	11	185	7450
62nd Precinct	2011	9	0	39	0	196	0	0	107	0	0	4	25	0	22	0	0	28	5	19	3	0	40	394	0	13	1	52	12	1	1	62	45	8	0	8	1085	2	184	0	2019	17	3	1504	7	3	92	448	4	98	1	17	43	36	97	26	13	750	2401	16	82	7	735	91	39	14	629	576	89	5	101	10149
63rd Precinct	2011	9	2	4	0	184	0	0	151	0	1	20	14	3	1	0	5	7	1	3	1	1	3	77	2	6	0	69	1	0	0	13	31	3	1	31	635	13	40	0	1463	0	1	2299	0	3	66	286	13	50	0	24	77	11	56	19	4	72	1385	15	53	4	808	41	5	10	177	332	64	17	430	7838
66th Precinct	2011	9	0	23	0	166	0	0	75	0	0	9	20	0	3	10	1	3	0	8	0	0	1	319	4	10	0	19	17	0	1	75	38	16	0	6	824	2	122	0	1556	5	1	745	1	0	77	276	1	42	10	4	75	8	131	4	8	16	2458	27	120	1	319	225	3	9	693	423	75	2	71	7510
67th Precinct	2011	9	0	63	0	122	0	0	9	3	0	2	13	1	42	1	1	0	4	2	1	0	4	193	2	1	0	46	0	12	3	82	40	17	4	7	675	6	324	0	1188	0	0	147	25	0	92	267	2	354	6	20	12	70	27	12	14	83	2473	16	29	12	1178	22	98	59	685	506	188	20	218	8153
68th Precinct	2011	9	0	35	0	122	15	0	104	1	0	11	20	0	32	0	3	13	0	7	0	2	0	212	2	1	3	19	18	2	0	48	54	5	3	19	751	3	130	0	1305	43	0	1022	1	3	40	242	1	158	0	20	82	5	75	16	15	4	1537	30	12	14	259	96	26	5	525	503	46	12	184	6414
69th Precinct	2011	9	3	57	0	154	0	0	68	4	0	0	17	0	35	3	4	3	0	1	0	0	17	183	0	18	0	56	0	0	1	68	40	16	0	5	753	15	234	0	1722	0	4	824	23	0	1	199	2	105	11	70	56	11	39	8	4	108	1670	6	102	1	825	2	1	14	616	355	111	0	42	7181
70th Precinct	2011	9	1	0	0	426	0	0	53	8	0	0	38	0	0	39	0	59	0	11	7	0	0	393	2	0	11	143	2	0	6	106	67	31	15	2	1420	22	0	0	2953	0	0	794	47	1	6	417	2	2	280	25	755	3	131	93	24	0	3295	25	14	138	649	24	3	64	815	681	302	134	45	11744
71st Precinct	2011	9	3	121	1	219	0	0	286	0	0	23	55	0	93	0	10	44	2	18	5	0	99	137	1	0	1	45	0	4	3	88	93	15	2	13	1381	39	1019	5	1890	1	2	2690	30	0	209	455	4	982	24	51	296	47	74	45	31	531	1130	22	20	46	544	6	65	52	966	726	181	20	179	12382
72nd Precinct	2011	9	2	42	0	84	0	0	20	2	2	6	25	3	30	0	4	3	7	0	0	0	51	37	0	12	3	23	6	1	1	34	42	14	2	7	463	8	345	0	538	0	17	305	67	11	95	189	4	182	0	12	182	30	25	2	10	86	509	14	110	6	241	13	22	14	292	398	88	18	41	3874
73rd Precinct	2011	9	1	19	0	152	0	0	122	2	0	8	30	0	20	0	0	11	4	8	3	2	39	117	0	11	7	38	0	0	16	58	43	10	0	14	735	16	572	1	2150	0	1	1046	46	2	289	433	5	322	0	60	236	95	103	72	33	376	1154	9	109	110	976	3	0	115	1315	872	153	10	127	10811
75th Precinct	2011	9	0	0	0	138	0	0	90	0	0	33	44	0	0	0	6	6	0	0	5	8	37	348	2	13	6	300	2	0	40	242	126	56	4	645	2151	41	144	0	1355	0	0	1127	4	8	433	451	9	91	213	81	72	11	29	7	59	223	2937	34	48	28	2382	38	37	361	2018	1283	522	37	3861	17944
76th Precinct	2011	9	0	17	0	229	0	0	3	0	0	2	8	0	10	0	0	28	1	4	0	2	4	171	0	0	1	20	0	0	2	22	16	7	1	2	550	8	115	0	2126	0	0	48	12	0	116	150	2	141	0	9	262	14	22	0	101	142	1538	2	23	3	167	22	2	21	182	179	31	9	60	5507
77th Precinct	2011	9	1	3	0	115	0	0	67	1	0	8	62	3	8	0	0	2	2	1	1	3	5	126	0	8	0	5	2	1	2	20	28	8	4	5	491	29	313	0	1510	0	5	823	75	0	116	533	14	306	1	11	31	30	18	29	39	81	1221	14	45	48	169	13	13	33	445	464	172	47	134	6782
78th Precinct	2011	9	1	2	0	167	0	2	9	1	0	11	57	1	4	0	1	4	0	0	1	0	6	96	0	8	1	24	2	1	0	13	17	3	19	2	453	18	45	0	1289	0	7	272	16	1	203	577	1	71	0	12	43	6	28	6	22	123	892	7	86	35	484	18	30	8	187	193	21	297	217	5215
79th Precinct	2011	9	3	50	0	58	0	0	218	0	0	0	26	0	43	0	4	65	5	1	0	10	2	81	1	14	0	49	9	9	7	51	39	20	0	11	776	43	447	0	1355	0	0	1911	24	1	45	431	8	290	7	75	521	60	66	21	71	165	817	29	122	31	488	106	122	95	536	499	261	8	101	8756
81st Precinct	2011	9	2	44	0	153	0	0	23	3	0	14	13	0	52	0	1	9	0	4	0	2	0	103	0	0	46	39	6	0	2	43	51	9	0	4	623	35	214	0	1973	0	3	393	15	3	126	238	2	187	0	20	100	5	76	9	35	44	1125	19	27	112	420	45	5	23	490	440	113	10	62	6369
83rd Precinct	2011	9	1	48	0	72	0	0	154	6	0	6	15	0	34	3	1	4	3	5	2	11	2	142	0	1	0	30	8	0	2	77	98	17	0	4	746	25	532	0	1206	0	4	1386	88	13	131	267	8	397	63	14	39	77	23	14	85	58	1503	18	7	9	598	153	3	27	718	864	193	7	53	8583
84th Precinct	2011	9	0	7	0	103	0	12	71	0	0	4	0	2	36	0	0	125	0	5	0	6	48	168	0	0	0	72	7	2	15	119	59	17	0	76	954	0	58	0	1230	3	21	940	0	4	329	101	7	83	0	64	1301	0	56	7	160	564	1218	6	27	88	545	89	29	88	817	485	126	0	522	8968
88th Precinct	2011	9	2	12	0	145	0	0	148	0	0	3	62	0	19	0	2	12	2	0	0	3	6	167	0	1	0	14	0	1	3	32	27	16	1	18	696	16	96	0	1940	9	0	1332	0	0	49	340	1	151	0	13	196	16	4	2	30	138	1262	0	24	37	235	15	4	21	557	378	118	9	97	7090
90th Precinct	2011	9	1	33	0	136	0	0	146	11	0	0	91	0	32	14	0	15	0	0	0	44	1	215	2	0	0	17	29	2	5	128	47	10	0	33	1012	22	223	1	1862	4	4	1013	89	6	88	558	3	177	33	36	67	1	8	11	176	28	1690	12	11	16	226	308	17	48	833	454	80	2	384	8491
94th Precinct	2011	9	0	29	0	177	0	2	72	2	0	24	49	0	6	0	1	49	2	2	1	1	24	113	1	28	1	47	5	0	3	29	48	5	1	14	736	10	226	0	2091	0	20	1078	48	3	73	511	10	205	0	34	562	16	7	12	8	225	1082	4	211	15	507	131	11	9	276	450	61	11	99	8006
100th Precinct	2011	9	3	20	0	70	0	0	40	0	0	1	3	0	29	0	10	23	0	0	0	0	24	115	0	3	1	27	0	0	8	37	77	5	0	6	502	4	82	0	882	0	0	444	0	1	6	142	4	77	1	70	181	4	7	8	4	163	880	15	111	3	270	17	1	38	236	638	37	0	81	4407
101st Precinct	2011	9	1	39	0	99	0	0	42	9	0	3	9	0	35	0	2	2	1	2	0	3	2	69	2	1	0	6	1	0	7	88	49	11	1	6	490	13	306	0	1050	0	2	417	77	1	54	202	1	283	9	35	18	18	33	6	42	131	1037	16	70	1	170	22	3	79	909	648	78	3	39	5773
102nd Precinct	2011	9	0	27	0	84	0	0	138	0	0	4	10	0	19	0	1	26	3	11	0	2	3	173	1	29	0	86	2	2	4	135	57	15	2	12	846	7	257	0	979	0	2	1478	0	0	22	231	1	197	38	27	224	19	89	9	38	37	1486	12	133	2	564	44	10	49	1016	452	123	6	121	7673
103rd Precinct	2011	9	2	47	0	123	0	0	334	0	1	5	23	1	39	5	1	15	10	5	8	6	7	242	1	0	10	700	39	10	8	59	102	5	1	55	1864	17	297	0	1372	0	0	4005	0	4	96	244	2	203	47	13	239	70	61	46	51	215	1976	14	49	109	4704	168	468	97	803	974	158	43	507	17052
104th Precinct	2011	9	0	0	0	96	0	0	33	0	0	0	11	1	0	0	0	1	0	11	0	4	0	267	1	19	0	53	23	0	0	45	79	0	0	63	707	8	1	0	1267	0	0	684	0	0	11	212	5	0	0	46	15	0	111	9	6	54	1869	19	140	2	751	381	2	0	585	677	0	3	840	7698
105th Precinct	2011	9	0	89	0	111	0	0	103	0	0	7	17	0	56	0	3	9	0	4	0	1	57	327	1	12	0	213	19	0	34	220	71	15	0	43	1412	3	848	0	1476	0	5	644	0	9	110	235	3	423	9	54	152	1	27	3	33	514	3085	27	273	1	1926	235	29	377	1948	673	153	0	516	13792
106th Precinct	2011	9	1	0	0	55	0	0	45	0	0	0	79	0	0	72	1	88	0	3	0	1	14	257	0	1	3	57	11	0	10	118	56	9	1	45	927	13	0	0	736	0	0	654	0	2	0	725	6	0	859	34	964	0	31	18	18	121	1844	11	93	11	1009	123	0	68	1225	597	136	55	400	9753
107th Precinct	2011	9	3	67	0	108	0	0	25	2	0	2	13	0	12	2	1	197	0	7	0	0	11	358	0	14	0	65	0	0	2	65	68	5	1	1	1029	8	477	0	2116	0	0	603	26	5	35	189	4	83	58	37	1507	1	56	26	8	79	3041	11	202	2	1169	1	2	23	547	723	35	19	72	11165
108th Precinct	2011	9	0	28	0	126	0	0	115	0	0	5	28	0	1	0	0	53	0	2	2	3	7	200	0	12	2	9	1	0	0	73	39	1	2	14	723	3	220	0	1901	0	8	1826	13	1	54	520	1	36	0	1	928	0	157	28	33	124	2174	14	205	46	289	130	1	41	835	576	60	18	288	10531
109th Precinct	2011	9	2	1	0	315	0	0	374	12	1	14	67	1	0	0	0	20	5	27	13	1	10	340	9	18	2	81	11	14	2	14	88	5	4	43	1494	15	143	0	3571	0	0	3305	116	10	141	1037	6	158	2	19	289	67	263	84	35	125	3848	53	132	14	954	258	65	57	454	924	69	44	259	16517
110th Precinct	2011	9	0	18	0	201	0	0	61	1	0	2	20	0	5	0	0	2	2	22	1	12	23	388	1	360	0	42	16	0	3	54	94	3	2	20	1353	9	165	0	1975	0	1	640	6	0	146	261	7	92	31	6	4	40	313	11	91	76	3377	15	3162	13	527	160	10	35	658	898	77	10	187	13003
111th Precinct	2011	9	0	1	0	357	0	0	21	1	0	9	19	0	1	3	1	1	2	0	0	3	14	381	10	14	0	84	5	1	18	24	66	5	1	9	1051	3	14	0	2992	0	0	410	19	0	76	212	5	15	47	11	29	19	38	0	22	314	3663	21	100	8	952	62	24	113	497	575	58	16	198	10513
112th Precinct	2011	9	0	3	0	135	0	0	147	2	1	3	21	0	1	0	0	0	0	2	0	8	2	472	0	8	0	16	0	0	2	43	33	1	1	8	909	6	72	0	1519	0	2	1500	70	6	50	372	3	40	0	30	11	19	86	13	60	35	3698	33	119	6	405	80	33	21	588	531	48	11	106	9573
113th Precinct	2011	9	0	119	0	91	0	0	81	0	0	0	31	4	16	0	3	172	0	3	1	0	28	136	1	22	0	34	13	0	8	101	73	15	0	13	965	2	598	0	1212	0	6	1384	3	0	2	293	8	175	181	31	1849	3	5	15	0	369	1285	28	91	3	1117	152	0	180	1448	1009	198	0	360	12007
114th Precinct	2011	9	3	0	0	268	0	0	384	36	0	2	82	0	0	1	0	2	4	7	0	13	7	270	0	65	1	63	30	0	5	60	57	2	0	46	1408	11	0	1	2813	0	0	2249	250	3	132	575	3	0	127	7	50	14	154	9	71	158	2512	8	300	18	679	149	0	28	586	586	36	2	398	11929
